MaritalStatus,MaritalStatusLabel,ApplicationMode,ApplicationModeLabel,ApplicatioOrder,Course,CourseLabel,DaytimeEveningAttendance,AttendanceTiming,PreviousQualification,Nationality,NationalityLabel,MotherQualification,MotherQualLabel,FatherQualification,FatherQualLabel,MotherOccupation,MotherOccLabel,FatherOccupation,FatherOccLabel,Displaced,EducationalSpecialNeeds,SpecialNeedsLabel,Debtor,DebtorLabel,TuitionFeesUpToDate,Gender,GenderLabel,ScholarshipHolder,ScholarshipHolderLabel,AgeAtEnrollment,AgeBand,International,CurricularUnits1stSem_credited,CurricularUnits1stSem_enrolled,CurricularUnits1stSem_evaluations,CurricularUnits1stSe_approved,CurricularUnits1stSem_grade,CurricularUnits1stSem_withoutevaluations,CurricularUnits2ndtSem_credited,CurricularUnits2ndtSem_enrolled,CurricularUnits2ndtSem_evaluations,CurricularUnits2ndtSem_approved,CurricularUnits2ndtSem_grade,CurricularUnits2ndtSem_withoutevaluations,TotalGrades,TotalUnitsApproved,AverageGrade1stAnd2ndSem,GradeBand,TotalCreditsEarned,TotalUnitsEnrolled,TotalUnitsApproved2,PassRates,UnemploymentRate,InflationRate,GDP,RiskLevel,Target,is_Dropout
1,Single,8,Quota,4,11,Chemistry,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,6,Business,6,Engineer,1,0,No,0,No,1,1,Male,0,No,18,<20,0,0,6,7,4,11,0,0,6,7,3,11.25,0,22.25,7,11.125,9-12.9,0,12,7,0.583333333,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,7,Merit-Based,2,10,Physics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,6,Business,7,Doctor,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,8,6,13.57142857,0,0,6,11,5,12.16666667,0,25.73809524,11,12.86904762,9-12.9,0,12,11,0.916666667,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,2,5,Electrical Engg,1,Daytime,1,17,Belgium,2,Primary,1,No Schooling,10,Nurse,2,Businessman,1,0,No,0,No,1,1,Male,0,No,21,20-25,1,0,6,7,5,14.6,0,0,6,6,5,14.2,0,28.8,10,14.4,13+,0,12,10,0.833333333,16.2,0.3,-0.92,Medium Risk,Graduate,0
4,Widowed,12,Evening Program,1,12,Economics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,1,Yes,1,0,Female,0,No,38,>30,0,0,7,13,3,11.83333333,0,0,7,14,2,10,0,21.83333333,5,10.91666667,9-12.9,0,14,5,0.357142857,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,9,Online,1,13,Management,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,25.1375,15,12.56875,9-12.9,0,15,15,1,12.7,3.7,-1.7,Medium Risk,Graduate,0
6,Other,12,Evening Program,1,12,Economics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,0,No,36,>30,0,0,7,12,4,11.5,0,0,7,14,3,12.33333333,0,23.83333333,7,11.91666667,9-12.9,0,14,7,0.5,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,7,Merit-Based,1,6,Electronics Engg,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,5,8,4,13.25,1,0,5,10,4,10.5,0,23.75,8,11.875,9-12.9,0,10,8,0.8,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,1,Regular,3,12,Economics,1,Daytime,1,1,India,13,IT Certification,14,Professional,6,Business,6,Engineer,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,24.50625,13,12.253125,9-12.9,0,15,13,0.866666667,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,17,Distance Learning,1,6,Electronics Engg,1,Daytime,16,1,India,13,IT Certification,28,Bachelor of Science,10,Nurse,10,Technician,0,0,No,1,Yes,0,0,Female,0,No,21,20-25,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,26.95,13,13.475,13+,11,19,13,0.684210526,8.9,1.4,3.51,Low Risk,Dropout,1
1,Single,1,Regular,2,12,Economics,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,30,Social Worker,43,Farmer,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,7,10,6,13.59833333,0,0,8,11,6,11.93333333,0,25.53166667,12,12.76583333,9-12.9,0,15,12,0.8,11.1,0.6,2.02,Medium Risk,Enrolled,0
1,Single,1,Regular,1,10,Physics,1,Daytime,1,1,India,13,IT Certification,14,Professional,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,6,11,5,11.14285714,0,0,6,8,6,12.28571429,0,23.42857143,11,11.71428571,9-12.9,0,12,11,0.916666667,16.2,0.3,-0.92,Medium Risk,Graduate,0
2,Married,4,Transfer,1,12,Economics,1,Daytime,3,1,India,22,Trade,14,Professional,10,Nurse,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,45,>30,0,7,11,11,11,12.7,0,6,10,12,10,12.96818182,0,25.66818182,21,12.83409091,9-12.9,13,21,21,1,13.9,-0.3,0.79,Medium Risk,Enrolled,0
1,Single,8,Quota,1,9,Mathematics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,5,9,1,10,0,0,5,10,1,11,0,21,2,10.5,9-12.9,0,10,2,0.2,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,8,Quota,1,11,Chemistry,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,6,Business,8,Lawyer,1,0,No,1,Yes,1,0,Female,0,No,18,<20,0,0,6,8,6,11.66666667,0,0,6,10,4,11.5,0,23.16666667,10,11.58333333,9-12.9,0,12,10,0.833333333,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,1,Regular,1,14,English,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,5,Private Employee,0,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,6,8,6,14,0,0,6,7,6,13.14285714,0,27.14285714,12,13.57142857,13+,0,12,12,1,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,4,Transfer,2,8,BioTech,1,Daytime,3,1,India,19,Postgraduate,24,Short Courses,1,Housewife,1,Worker,0,0,No,0,No,1,0,Female,0,No,25,20-25,0,0,5,9,0,0,4,0,5,9,0,0,3,0,0,0,<5,0,10,0,0,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,1,Regular,6,12,Economics,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,5,Private Employee,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,8,9,7,12.04142857,0,0,8,9,7,12.04142857,0,24.08285714,14,12.04142857,9-12.9,0,16,14,0.875,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,1,Regular,1,2,IT,1,Daytime,1,1,India,13,IT Certification,14,Professional,8,Professional,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,4,Transfer,1,11,Chemistry,1,Daytime,15,1,India,1,No Schooling,1,No Schooling,4,Government Employee,7,Doctor,0,0,No,0,No,1,0,Female,0,No,39,>30,0,12,13,14,13,13.76923077,0,9,12,16,12,14.58333333,0,28.3525641,25,14.17628205,13+,21,25,25,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,4,Civil Engg,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,0,No,29,26-30,0,13,18,20,18,15.44444444,0,11,13,13,13,15.30769231,0,30.75213675,31,15.37606838,13+,24,31,31,1,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,8,Quota,1,16,Sociology,1,Daytime,1,1,India,13,IT Certification,14,Professional,5,Private Employee,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,7,9,6,11.5,0,0,7,8,7,12.71428571,0,24.21428571,13,12.10714286,9-12.9,0,14,13,0.928571429,13.9,-0.3,0.79,Medium Risk,Enrolled,0
1,Single,4,Transfer,1,5,Electrical Engg,1,Daytime,3,1,India,22,Trade,2,Primary,10,Nurse,4,Government Employee,0,0,No,0,No,0,0,Female,0,No,23,20-25,0,0,3,3,2,10,0,0,6,0,0,0,0,10,2,5,5-8.9,0,9,2,0.222222222,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,13,Day Program,1,16,Sociology,1,Daytime,1,1,India,1,No Schooling,27,Bachelor of Arts,6,Business,6,Engineer,1,0,No,0,No,1,0,Female,0,No,21,20-25,0,0,6,8,4,12.25,0,0,6,13,3,10.33333333,0,22.58333333,7,11.29166667,9-12.9,0,12,7,0.583333333,12.7,3.7,-1.7,Medium Risk,Dropout,1
1,Single,1,Regular,1,10,Physics,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,5,Private Employee,0,0,No,0,No,0,0,Female,0,No,18,<20,0,0,6,6,6,14.5,0,0,6,6,6,15.16666667,0,29.66666667,12,14.83333333,13+,0,12,12,1,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,4,Transfer,1,6,Electronics Engg,1,Daytime,15,1,India,1,No Schooling,14,Professional,6,Business,6,Engineer,1,0,No,0,No,1,0,Female,0,No,23,20-25,0,0,6,7,6,15.57142857,0,0,6,8,6,16.375,0,31.94642857,12,15.97321429,13+,0,12,12,1,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,1,Regular,1,8,BioTech,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,5,Private Employee,0,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,7,6,15.57142857,0,0,6,7,6,14.71428571,0,30.28571429,12,15.14285714,13+,0,12,12,1,11.1,0.6,2.02,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,3,Mechanical Engg,0,Evening,12,1,India,22,Trade,27,Bachelor of Arts,5,Private Employee,9,Accountant,0,0,No,0,No,1,0,Female,0,No,32,>30,0,0,6,8,5,13.8,0,0,6,7,6,12.16666667,0,25.96666667,11,12.98333333,9-12.9,0,12,11,0.916666667,9.4,-0.8,-3.12,High Risk,Graduate,0
2,Married,12,Evening Program,2,9,Mathematics,1,Daytime,1,1,India,13,IT Certification,27,Bachelor of Arts,10,Nurse,8,Lawyer,0,0,No,1,Yes,0,0,Female,0,No,29,26-30,0,0,5,8,3,10.66666667,0,0,5,14,2,14.8,0,25.46666667,5,12.73333333,9-12.9,0,10,5,0.5,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,1,Regular,6,10,Physics,1,Daytime,1,1,India,1,No Schooling,28,Bachelor of Science,32,Other,35,Retailer,1,0,No,1,Yes,1,0,Female,1,Yes,20,20-25,0,0,6,8,5,11.6,0,0,6,8,4,11.75,0,23.35,9,11.675,9-12.9,0,12,9,0.75,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,12,Evening Program,1,10,Physics,1,Daytime,1,1,India,19,Postgraduate,24,Short Courses,1,Housewife,1,Worker,1,0,No,0,No,0,0,Female,0,No,28,26-30,0,0,6,11,1,13,0,0,6,12,0,0,0,13,1,6.5,5-8.9,0,12,1,0.083333333,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,4,Transfer,1,9,Mathematics,1,Daytime,3,1,India,23,Specialized Training,28,Bachelor of Science,2,Worker,10,Technician,0,0,No,0,No,1,0,Female,0,No,27,26-30,0,0,5,9,3,12,0,0,5,11,4,13.625,0,25.625,7,12.8125,9-12.9,0,10,7,0.7,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,14,Scholarship,2,12,Economics,1,Daytime,1,1,India,22,Trade,24,Short Courses,12,Technician,1,Worker,0,0,No,1,Yes,1,0,Female,0,No,22,20-25,0,11,14,14,12,12.33333333,2,11,14,14,12,12.33333333,2,24.66666667,24,12.33333333,9-12.9,22,28,24,0.857142857,7.6,2.6,0.32,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,4,Civil Engg,1,Daytime,12,1,India,13,IT Certification,27,Bachelor of Arts,10,Nurse,11,Professional,0,0,No,1,Yes,1,0,Female,0,No,37,>30,0,0,6,10,6,12.875,0,0,6,12,6,12.9,0,25.775,12,12.8875,9-12.9,0,12,12,1,16.2,0.3,-0.92,Medium Risk,Enrolled,0
1,Single,4,Transfer,1,3,Mechanical Engg,0,Evening,3,1,India,22,Trade,28,Bachelor of Science,1,Housewife,6,Engineer,0,0,No,0,No,0,0,Female,0,No,28,26-30,0,0,6,12,1,11,0,0,6,0,0,0,0,11,1,5.5,5-8.9,0,12,1,0.083333333,12.7,3.7,-1.7,Medium Risk,Dropout,1
2,Married,12,Evening Program,1,4,Civil Engg,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,1,Yes,0,0,Female,0,No,43,>30,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,22.75,8,11.375,9-12.9,0,12,8,0.666666667,8.9,1.4,3.51,Low Risk,Dropout,1
1,Single,14,Scholarship,1,13,Management,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,0,0,Female,0,No,32,>30,0,0,7,7,0,0,7,0,8,8,0,0,7,0,0,0,<5,0,15,0,0,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,8,Quota,1,10,Physics,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,0,6,11,4,10.75,0,0,6,13,5,11.5,0,22.25,9,11.125,9-12.9,0,12,9,0.75,15.5,2.8,-4.06,Medium Risk,Enrolled,0
4,Widowed,12,Evening Program,1,12,Economics,1,Daytime,12,1,India,23,Specialized Training,1,No Schooling,10,Nurse,5,Private Employee,0,0,No,0,No,1,0,Female,1,Yes,35,>30,0,0,8,9,8,13.63,1,0,8,9,8,13.63,1,27.26,16,13.63,13+,0,16,16,1,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,1,14,English,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,1,Housewife,1,Worker,1,0,No,0,No,1,0,Female,0,No,21,20-25,0,0,5,8,3,13,0,0,5,7,4,11.5,1,24.5,7,12.25,9-12.9,0,10,7,0.7,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,1,Regular,4,12,Economics,1,Daytime,1,1,India,13,IT Certification,14,Professional,8,Professional,10,Technician,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,7,9,6,13.53333333,0,0,7,7,7,12.22857143,0,25.76190476,13,12.88095238,9-12.9,0,14,13,0.928571429,12.4,0.5,1.79,Medium Risk,Enrolled,0
1,Single,1,Regular,1,12,Economics,1,Daytime,1,1,India,3,Middle,28,Bachelor of Science,4,Government Employee,8,Lawyer,0,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,7,7,7,16.9,0,0,8,9,8,16.37777778,0,33.27777778,15,16.63888889,13+,0,15,15,1,16.2,0.3,-0.92,Medium Risk,Graduate,0
1,Single,8,Quota,4,10,Physics,1,Daytime,1,1,India,13,IT Certification,14,Professional,6,Business,9,Accountant,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,10,5,12,0,0,6,11,4,12,0,24,9,12,9-12.9,0,12,9,0.75,16.2,0.3,-0.92,Medium Risk,Graduate,0
1,Single,15,Reserved Category,1,3,Mechanical Engg,0,Evening,14,1,India,13,IT Certification,27,Bachelor of Arts,8,Professional,7,Doctor,1,0,No,0,No,1,0,Female,0,No,22,20-25,0,3,6,6,6,12.5,0,2,6,7,6,13.28571429,0,25.78571429,12,12.89285714,9-12.9,5,12,12,1,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,1,Regular,2,12,Economics,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,11,Professional,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,8,8,7,12.76428571,0,0,8,8,7,12.76428571,0,25.52857143,14,12.76428571,9-12.9,0,16,14,0.875,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,9,Online,2,9,Mathematics,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,10,Nurse,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,5,8,5,13.75,0,0,5,6,5,12.16666667,0,25.91666667,10,12.95833333,9-12.9,0,10,10,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,1,Regular,2,2,IT,1,Daytime,1,1,India,24,Short Courses,1,No Schooling,4,Government Employee,5,Private Employee,1,0,No,1,Yes,1,0,Female,0,No,19,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,12.4,0.5,1.79,Medium Risk,Dropout,1
1,Single,1,Regular,1,12,Economics,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,10,Nurse,6,Engineer,0,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,7,7,7,14.60428571,0,0,8,9,8,15.68333333,0,30.28761905,15,15.14380952,13+,0,15,15,1,11.1,0.6,2.02,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,17,Other,0,Evening,12,1,India,13,IT Certification,29,PhD Advanced,6,Business,4,Government Employee,0,0,No,1,Yes,0,0,Female,0,No,31,>30,0,0,5,7,0,0,0,0,5,7,0,0,0,0,0,0,<5,0,10,0,0,16.2,0.3,-0.92,Medium Risk,Dropout,1
2,Married,12,Evening Program,1,3,Mechanical Engg,0,Evening,12,1,India,1,No Schooling,14,Professional,2,Worker,6,Engineer,0,0,No,1,Yes,1,0,Female,1,Yes,33,>30,0,0,6,9,5,13.83333333,0,0,6,7,6,12.5,0,26.33333333,11,13.16666667,13+,0,12,11,0.916666667,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,3,12,Economics,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,8,Professional,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,27.1525,16,13.57625,13+,0,16,16,1,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,8,Quota,1,10,Physics,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,8,Professional,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,6,7,6,15.14285714,0,0,6,6,6,15.83333333,0,30.97619048,12,15.48809524,13+,0,12,12,1,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,1,Regular,1,9,Mathematics,1,Daytime,1,1,India,7,Diploma,14,Professional,5,Private Employee,4,Government Employee,0,0,No,0,No,1,0,Female,0,No,23,20-25,0,0,5,8,3,10.66666667,0,0,5,8,5,11.6,0,22.26666667,8,11.13333333,9-12.9,0,10,8,0.8,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,8,Quota,1,10,Physics,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,6,Business,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,6,11,5,11.2,0,0,6,6,6,12,0,23.2,11,11.6,9-12.9,0,12,11,0.916666667,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,5,12,Economics,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,5,Private Employee,9,Accountant,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,27.5275,16,13.76375,13+,0,16,16,1,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,17,Distance Learning,1,6,Electronics Engg,1,Daytime,16,1,India,1,No Schooling,1,No Schooling,5,Private Employee,4,Government Employee,1,0,No,1,Yes,1,0,Female,0,No,21,20-25,0,7,9,10,8,13.25,0,4,9,14,5,12.2,0,25.45,13,12.725,9-12.9,11,18,13,0.722222222,8.9,1.4,3.51,Low Risk,Enrolled,0
1,Single,1,Regular,1,10,Physics,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,6,Business,7,Doctor,0,0,No,0,No,1,0,Female,1,Yes,22,20-25,0,0,6,10,5,10.71428571,0,0,6,10,5,12.2,0,22.91428571,10,11.45714286,9-12.9,0,12,10,0.833333333,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,1,Regular,1,10,Physics,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,5,Private Employee,1,0,No,1,Yes,1,0,Female,0,No,20,20-25,0,0,6,6,6,12.16666667,0,0,6,7,6,11.66666667,0,23.83333333,12,11.91666667,9-12.9,0,12,12,1,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,4,Transfer,1,12,Economics,1,Daytime,3,1,India,13,IT Certification,28,Bachelor of Science,5,Private Employee,11,Professional,1,0,No,0,No,1,0,Female,0,No,23,20-25,0,1,7,8,6,14.35714286,0,1,7,8,6,14.35714286,0,28.71428571,12,14.35714286,13+,2,14,12,0.857142857,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,8,Quota,2,15,Psychology,1,Daytime,1,1,India,3,Middle,1,No Schooling,5,Private Employee,6,Engineer,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,6,6,6,12.83333333,0,0,6,6,6,12.66666667,0,25.5,12,12.75,9-12.9,0,12,12,1,16.2,0.3,-0.92,Medium Risk,Graduate,0
1,Single,8,Quota,6,12,Economics,1,Daytime,1,1,India,1,No Schooling,27,Bachelor of Arts,2,Worker,2,Businessman,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,8,8,7,13.92571429,0,0,8,8,7,13.92571429,0,27.85142857,14,13.92571429,13+,0,16,14,0.875,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,12,Evening Program,1,17,Other,0,Evening,1,1,India,13,IT Certification,28,Bachelor of Science,8,Professional,5,Private Employee,0,0,No,0,No,1,0,Female,0,No,26,26-30,0,0,5,9,2,12,0,0,5,9,3,11,0,23,5,11.5,9-12.9,0,10,5,0.5,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,1,Regular,6,12,Economics,1,Daytime,1,1,India,1,No Schooling,27,Bachelor of Arts,5,Private Employee,4,Government Employee,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,7,7,7,13.44285714,0,0,8,9,8,13.74444444,0,27.18730159,15,13.59365079,13+,0,15,15,1,16.2,0.3,-0.92,Medium Risk,Graduate,0
1,Single,9,Online,1,7,Chemical Engg,1,Daytime,1,1,India,1,No Schooling,27,Bachelor of Arts,8,Professional,8,Lawyer,1,0,No,0,No,1,1,Male,0,No,18,<20,0,0,5,5,1,16,0,0,5,5,0,0,0,16,1,8,5-8.9,0,10,1,0.1,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,15,Reserved Category,1,4,Civil Engg,1,Daytime,14,1,India,23,Specialized Training,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,6,8,6,13.125,0,0,6,10,6,13.2,0,26.325,12,13.1625,13+,0,12,12,1,16.2,0.3,-0.92,Medium Risk,Graduate,0
1,Single,1,Regular,1,14,English,1,Daytime,1,1,India,3,Middle,1,No Schooling,5,Private Employee,5,Private Employee,0,0,No,0,No,1,1,Male,0,No,19,<20,0,0,6,7,0,0,0,0,6,6,0,0,0,0,0,0,<5,0,12,0,0,15.5,2.8,-4.06,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,17,Other,0,Evening,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,0,1,Male,0,No,32,>30,0,5,9,9,5,11.4,0,4,4,4,4,11,0,22.4,9,11.2,9-12.9,9,13,9,0.692307692,10.8,1.4,1.74,Medium Risk,Dropout,1
2,Married,12,Evening Program,1,8,BioTech,1,Daytime,1,1,India,13,IT Certification,14,Professional,5,Private Employee,5,Private Employee,0,0,No,0,No,0,1,Male,0,No,31,>30,0,0,4,12,2,11,2,0,5,9,3,11.66666667,0,22.66666667,5,11.33333333,9-12.9,0,9,5,0.555555556,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,12,Evening Program,1,7,Chemical Engg,1,Daytime,12,1,India,1,No Schooling,14,Professional,5,Private Employee,6,Engineer,0,0,No,0,No,1,1,Male,0,No,25,20-25,0,0,5,13,1,11,0,0,5,11,1,10,0,21,2,10.5,9-12.9,0,10,2,0.2,13.9,-0.3,0.79,Medium Risk,Enrolled,0
1,Single,13,Day Program,1,6,Electronics Engg,1,Daytime,14,1,India,13,IT Certification,3,Middle,10,Nurse,2,Businessman,1,0,No,0,No,1,0,Female,0,No,21,20-25,0,2,6,14,5,13.66666667,0,2,6,10,5,13,0,26.66666667,10,13.33333333,13+,4,12,10,0.833333333,16.2,0.3,-0.92,Medium Risk,Graduate,0
2,Married,14,Scholarship,1,17,Other,0,Evening,1,1,India,22,Trade,27,Bachelor of Arts,5,Private Employee,10,Technician,0,0,No,0,No,0,0,Female,0,No,31,>30,0,2,6,10,4,11.75,0,0,5,6,1,10,0,21.75,5,10.875,9-12.9,2,11,5,0.454545455,12.7,3.7,-1.7,Medium Risk,Dropout,1
2,Married,12,Evening Program,1,16,Sociology,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,6,Business,6,Engineer,0,0,No,0,No,1,0,Female,0,No,34,>30,0,0,7,11,1,10,0,0,7,7,1,13,0,23,2,11.5,9-12.9,0,14,2,0.142857143,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,1,Regular,1,10,Physics,1,Daytime,1,1,India,13,IT Certification,14,Professional,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,6,8,6,13.5,0,0,6,9,6,12.83333333,0,26.33333333,12,13.16666667,13+,0,12,12,1,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,1,Regular,3,10,Physics,1,Daytime,1,1,India,13,IT Certification,14,Professional,10,Nurse,10,Technician,1,0,No,1,Yes,1,0,Female,0,No,19,<20,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,<5,0,12,0,0,12.4,0.5,1.79,Medium Risk,Dropout,1
1,Single,17,Distance Learning,1,14,English,1,Daytime,16,1,India,13,IT Certification,27,Bachelor of Arts,4,Government Employee,7,Doctor,1,0,No,1,Yes,1,0,Female,0,No,21,20-25,0,0,6,12,1,12,0,0,6,11,1,11,0,23,2,11.5,9-12.9,0,12,2,0.166666667,8.9,1.4,3.51,Low Risk,Enrolled,0
1,Single,1,Regular,2,16,Sociology,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,6,Business,4,Government Employee,1,0,No,0,No,0,0,Female,0,No,18,<20,0,0,6,11,3,13,0,0,6,10,5,11.8,0,24.8,8,12.4,9-12.9,0,12,8,0.666666667,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,1,Regular,1,11,Chemistry,1,Daytime,1,1,India,13,IT Certification,29,PhD Advanced,5,Private Employee,9,Accountant,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,6,7,6,14.83333333,0,0,6,6,6,16,0,30.83333333,12,15.41666667,13+,0,12,12,1,11.1,0.6,2.02,Medium Risk,Graduate,0
